StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RelevantIDDuplicate,Q_DuplicateRespondent,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder_pre ,personal_thresh_pre,others_average_pre ,similar_average_pre ,poor_focused_pre ,confidence_pre ,Ncorrect_a_believe ,Ncorrect_a_similar ,Ncorrect_p_believe ,Ncorrect_p_similar ,life_ladder_post ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Deservingness _1,Deservingness _2,Deservingness _3,income_thresh_post ,others_average_post ,similar_average_pos ,poor_focus_post ,confidence_post ,Comprehension check ,Q15,PROLIFIC_PID,actual_average,actual_poor,treatment,Othersbeliefpre_DO,Othersbelief-post_DO
1/8/25 17:46,1/8/25 17:51,IP Address,137.118.100.103,100,280,TRUE,1/8/25 17:51,R_6HoHbuqVfOUzYbg,,,,,35.6104,-76.8613,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",610e97f2daaed7842b3c929f,42,Female,Yes,Yes,Married,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Strong Republican,6,6,15000,10000,6000,4000,Moderately confident,Somewhat believable,Very relevant,,,6,7,0 - Not at all supportive,2,0,0,0,10,Agree,Disagree,Somewhat agree,17000,14000,8000,3000,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,610e97f2daaed7842b3c929f,13592.22,8832.47,Normcorrection-average,similar_average_pre |others_average_pre |poor_focused_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 17:55,1/8/25 18:01,IP Address,75.209.9.79,100,346,TRUE,1/8/25 18:01,R_6ix6LBN4wKamSDR,,,,,41.4951,-81.4657,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62cbf51439a76e8fccd8a495,61,Female,Yes,Yes,Married,"$5,834–$6,666/month",Some undergraduate,White/Caucasian,Strong Democrat,2,7,10000,10000,15000,5000,Moderately confident,,,,,7,9,9,9,0,0,0,10,Agree,Somewhat agree,Agree,10000,9000,10000,6000,Moderately confident,,Thailand,62cbf51439a76e8fccd8a495,13592.22,8832.47,Normcorrection-control_p,others_average_pre |similar_average_pre |poor_focused_pre ,others_average_post |poor_focus_post |similar_average_pos 
1/8/25 17:58,1/8/25 18:05,IP Address,209.214.111.4,100,410,TRUE,1/8/25 18:05,R_3k7cyVtfLirOHiA,,,,,35.6854,-88.8281,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6413578d4bd3f06050484eb1,34,Male,Yes,Yes,Married,"$4,167–$4,999/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,4,7,5000,6000,4500,3500,Moderately confident,Somewhat believable,Very relevant,,,7,6,6,8,1,3,3,3,Somewhat disagree,Somewhat disagree,Strongly agree,5000,7000,6500,4000,Very confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,6413578d4bd3f06050484eb1,13592.22,8832.47,Normcorrection-average,similar_average_pre |poor_focused_pre |others_average_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 17:59,1/8/25 18:05,IP Address,69.24.121.66,100,369,TRUE,1/8/25 18:05,R_5XjtCOJf8io7EO0,,,,,35.0052,-114.5687,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",64012a2623351894f2917605,35,Male,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,"White/Caucasian,Hispanic/Latinx",Strong Republican,3,8,1350,1550,1700,1900,Not at all confident,,,Extremely unbelievable,Slightly relevant,8,9,9,9,5,0,0,5,Agree,Somewhat disagree,Neither agree nor disagree,1550,1800,1850,2250,Not at all confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,64012a2623351894f2917605,13592.22,8832.47,Normcorrection-lowincome,others_average_pre |similar_average_pre |poor_focused_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 18:01,1/8/25 18:06,IP Address,73.149.43.152,100,253,TRUE,1/8/25 18:06,R_1fC28zAazMXoX0I,,,,,41.749,-72.6904,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",642ffd338d0ef68fcd0ef7f7,52,Female,Yes,Yes,Divorced,"$5,000–$5,833/month",High school graduate or GED equivalent,White/Caucasian,Lean Democrat,1,3,20000,8000,25000,5000,Slightly confident,,,,,3,10 - Completely supportive,10 - Completely supportive,8,0,0,0,10,Somewhat disagree,Somewhat disagree,Somewhat agree,20000,8000,15000,5000,Slightly confident,,Thailand,642ffd338d0ef68fcd0ef7f7,13592.22,8832.47,Normcorrection-control_p,poor_focused_pre |similar_average_pre |others_average_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 17:59,1/8/25 18:06,IP Address,107.77.237.182,100,389,TRUE,1/8/25 18:06,R_3lhitspWVpdZdLy,,,,,34.111,-84.3025,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6778675e8b4e6341cf2de2a1,45,Male,Yes,Yes,Divorced,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,2,8,25000,12500,10000,7500,Very confident,Somewhat believable,Very relevant,,,8,9,2,8,3,3,2,2,Neither agree nor disagree,Somewhat agree,Somewhat agree,20000,15000,18000,8000,Extremely confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,6778675e8b4e6341cf2de2a1,13592.22,8832.47,Normcorrection-average,similar_average_pre |poor_focused_pre |others_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 17:50,1/8/25 18:07,IP Address,98.26.54.104,100,1031,TRUE,1/8/25 18:07,R_7JJKifqYJTMSpNo,,,,,36.0897,-78.9297,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",657907698463fd17efdc81b7,56,Female,Yes,Yes,Married,"$3,334–$4,166/month",Completed undergraduate,White/Caucasian,Lean Democrat,4,7,6000,8000,8000,5000,Slightly confident,Somewhat believable,Slightly relevant,,,7,10 - Completely supportive,9,10 - Completely supportive,5,2,2,1,Agree,Somewhat agree,Somewhat agree,8000,10000,12000,6000,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,657907698463fd17efdc81b7,13592.22,8832.47,Normcorrection-average,similar_average_pre |poor_focused_pre |others_average_pre ,others_average_post |similar_average_pos |poor_focus_post 
1/8/25 18:03,1/8/25 18:07,IP Address,108.30.120.81,100,259,TRUE,1/8/25 18:07,R_7QMIhp5TXq8xehj,,,,,40.6704,-73.6981,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",60bd80a54df9675c7f842774,33,Male,Yes,Yes,Single,"$8,334–$12,499/month",High school graduate or GED equivalent,White/Caucasian,Strong Democrat,2,4,80000,100000,95000,50000,Moderately confident,,,Somewhat believable,Very relevant,4,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,2,2,4,Strongly agree,Somewhat agree,Disagree,4000,3000,6000,5000,Very confident,"In fact, we found that 86% of the people we surveyed underestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,60bd80a54df9675c7f842774,13592.22,8832.47,Normcorrection-lowincome,similar_average_pre |others_average_pre |poor_focused_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 18:04,1/8/25 18:08,IP Address,184.54.143.29,100,206,TRUE,1/8/25 18:08,R_3pgymtZNhQzlF7l,,,,,39.1191,-84.349,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6717ad4cd05ccb5a351c73a0,30,Male,Yes,Yes,Married,"$5,834–$6,666/month",Completed undergraduate,White/Caucasian,Strong Republican,4,6,8000,5000,5000,5000,Slightly confident,,,,,6,9,9,8,0,0,0,10,Somewhat agree,Disagree,Somewhat agree,8000,5000,8000,5000,Slightly confident,,Thailand,6717ad4cd05ccb5a351c73a0,13592.22,8832.47,Normcorrection-control_a,similar_average_pre |poor_focused_pre |others_average_pre ,poor_focus_post |others_average_post |similar_average_pos 
1/8/25 17:55,1/8/25 18:08,IP Address,172.115.244.205,100,825,TRUE,1/8/25 18:08,R_6doPQtz5DTGeAa5,,,,,33.4948,-117.0954,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5c5741a54dabe6000176ad4a,42,Female,Yes,Yes,Single,"$6,667–$7,499/month",Completed graduate (Master’s or PhD),Black/African,Lean Democrat,3,3,13000,20000,20000,5500,Moderately confident,,,,,3,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,2,1,5,Agree,Agree,Disagree,12000,25000,20000,5500,Moderately confident,,Thailand,5c5741a54dabe6000176ad4a,13592.22,8832.47,Normcorrection-control_a,others_average_pre |poor_focused_pre |similar_average_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 18:02,1/8/25 18:09,IP Address,108.51.243.162,100,393,TRUE,1/8/25 18:09,R_7VqFxgkuz3WEHcZ,,,,,39.068,-76.9933,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5f4fdf4f44ceb0115f0be9ba,51,Male,Yes,Yes,Married,"$7,500–$8,333/month",Completed undergraduate,White/Caucasian,Independent,4,7,7500,20000,10000,5000,Slightly confident,,,,,7,10 - Completely supportive,9,10 - Completely supportive,10,0,0,0,Agree,Agree,Neither agree nor disagree,10000,30000,15000,5000,Slightly confident,,Thailand,5f4fdf4f44ceb0115f0be9ba,13592.22,8832.47,Normcorrection-control_p,poor_focused_pre |similar_average_pre |others_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 18:05,1/8/25 18:10,IP Address,207.212.33.57,100,299,TRUE,1/8/25 18:10,R_3R7Xu1eiMiIAnmr,,,,,33.8308,-118.1125,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67ac5678d6ff3c43d30b333f,29,Female,Yes,Yes,Single,"$2,500–$3,333/month",Completed undergraduate,White/Caucasian,Lean Republican,3,0 - Not at all satisfied,9000,9000,9000,6000,Slightly confident,,,Somewhat believable,Very relevant,0 - Not at all satisfied,4,2,7,3,1,3,3,Somewhat agree,Disagree,Somewhat agree,9000,10000,9000,8500,Slightly confident,"In fact, we found that 86% of the people we surveyed overestimated the amount of income people from low-income families actually need to feel highly satisfied with their lives.",Thailand,67ac5678d6ff3c43d30b333f,13592.22,8832.47,Normcorrection-lowincome,others_average_pre |poor_focused_pre |similar_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 18:05,1/8/25 18:10,IP Address,75.177.181.249,100,311,TRUE,1/8/25 18:10,R_7dEP9M58ZKtjOdi,,,,,35.7919,-78.6541,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6631bff86583e84ea1f7b232,49,Female,Yes,Yes,Single,"$1,667–$2,499/month",Some undergraduate,Black/African,Strong Democrat,3,10 - Completely satisfied,1000,1000,1000,1000,Moderately confident,,,,,10 - Completely satisfied,10 - Completely supportive,10 - Completely supportive,1,7,0,0,3,Agree,Disagree,Agree,1000,1000,1000,1000,Moderately confident,,Thailand,6631bff86583e84ea1f7b232,13592.22,8832.47,Normcorrection-control_p,others_average_pre |poor_focused_pre |similar_average_pre ,poor_focus_post |similar_average_pos |others_average_post 
1/8/25 18:03,1/8/25 18:10,IP Address,172.59.136.190,100,462,TRUE,1/8/25 18:10,R_7Q3ntvKlB9fpV7n,,,,,40.4725,-79.9109,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66537ee0b74eb6e13c4b6f32,21,Female,Yes,Yes,Single,"$2,500–$3,333/month",High school graduate or GED equivalent,Black/African,Strong Democrat,6,0 - Not at all satisfied,26000,15000,40000,40000,Slightly confident,Somewhat believable,Moderately relevant,,,0 - Not at all satisfied,10 - Completely supportive,7,10 - Completely supportive,2,2,3,3,Strongly agree,Somewhat agree,Somewhat agree,29000,15000,40000,30000,Slightly confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,66537ee0b74eb6e13c4b6f32,13592.22,8832.47,Normcorrection-average,similar_average_pre |poor_focused_pre |others_average_pre ,others_average_post |poor_focus_post |similar_average_pos 
1/8/25 18:02,1/8/25 18:12,IP Address,24.103.188.114,100,555,TRUE,1/8/25 18:12,R_7mmFr3M6D4ixEAV,,,,,43.1061,-75.2336,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",612eae1728f1d7ba0060d143,26,Male,Yes,Yes,Married,"$5,834–$6,666/month",Completed undergraduate,"White/Caucasian,Asian",Lean Republican,2,6,10000,10000,10000,5000,Moderately confident,Extremely believable,Very relevant,,,6,10 - Completely supportive,4,7,1,1,1,7,Somewhat agree,Somewhat agree,Somewhat agree,12000,14000,12000,8000,Moderately confident,"In fact, we found that 85% of the people we surveyed underestimated the amount of income other Americans actually need to feel highly satisfied with their lives.",Thailand,612eae1728f1d7ba0060d143,13592.22,8832.47,Normcorrection-average,poor_focused_pre |others_average_pre |similar_average_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 17:59,1/8/25 18:12,IP Address,172.56.16.248,100,751,TRUE,1/8/25 18:12,R_1GWbBqZwNWijYdy,,,,,41.923,-87.7531,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66fd930f1849a200d65a6996,38,Female,Yes,Yes,Single,"Less than $1,000/month",High school graduate or GED equivalent,White/Caucasian,Lean Democrat,1,7,12000,1600,1500,3000,Moderately confident,,,,,7,8,1,4,3,2,3,2,Agree,Neither agree nor disagree,Somewhat disagree,2000,3000,1900,3500,Moderately confident,,Thailand,66fd930f1849a200d65a6996,13592.22,8832.47,Normcorrection-control_a,similar_average_pre |poor_focused_pre |others_average_pre ,similar_average_pos |poor_focus_post |others_average_post 
1/8/25 18:06,1/8/25 18:12,IP Address,172.58.132.48,100,378,TRUE,1/8/25 18:12,R_1qgtjRoLXLZQ5IO,,,,,26.1374,-80.1684,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",664fd7e012a20fe00cfb5222,40,Female,Yes,Yes,Single,"$2,500–$3,333/month",Completed undergraduate,Black/African,No political affiliation,3,2,8000,6000,10000,5000,Not at all confident,,,,,2,10 - Completely supportive,7,10 - Completely supportive,3.5,3.5,3,0,Neither agree nor disagree,Agree,Disagree,8000,6000,10000,5000,Not at all confident,,Thailand,664fd7e012a20fe00cfb5222,13592.22,8832.47,Normcorrection-control_a,poor_focused_pre |similar_average_pre |others_average_pre ,similar_average_pos |others_average_post |poor_focus_post 
